year,month,day,extended,state,city,attack_type,target_type,nationality,weapon_type
2015,May,Fri,0,Benue,Tse Abichi,Armed Assault,Private Citizens & Property,Nigeria,Melee
2021,Jan,Sun,0,Ogun,Olorunda,Armed Assault,Private Citizens & Property,Nigeria,Melee
2016,Feb,Sat,0,Delta,Burutu,Bombing/Explosion,Utilities,Nigeria,Explosives
2014,Jan,Sat,1,Bayelsa,Nembe district,Hostage Taking (Kidnapping),Business,Nigeria,Firearms
2012,Feb,Wed,0,Kaduna,Mahuta,Bombing/Explosion,Private Citizens & Property,Nigeria,Explosives
2016,Aug,Thu,1,Rivers,Port Harcourt,Hostage Taking (Kidnapping),Religious Figures/Institutions,Nigeria,Firearms
2020,Dec,Fri,1,Kaduna,Fadan Kagoma,Hostage Taking (Kidnapping),Religious Figures/Institutions,Nigeria,Firearms
2015,Oct,Thu,0,Borno,Maiduguri,Bombing/Explosion,Private Citizens & Property,Nigeria,Explosives
2019,Nov,Sun,0,Borno,Tungushe,Unknown,Military,Nigeria,Unknown
2019,Jul,Wed,0,Borno,Muna Dalti,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2021,Nov,Thu,0,Borno,Unknown,Armed Assault,Military,Nigeria,Firearms
2013,Feb,Fri,0,Borno,Maiduguri,Armed Assault,Police,Nigeria,Explosives
2016,Nov,Tue,0,Borno,Kuburnvwu,Facility/Infrastructure Attack,Private Citizens & Property,Nigeria,Incendiary
2014,Aug,Sun,0,Enugu,Enugu,Armed Assault,Government (General),Nigeria,Firearms
2014,Dec,Tue,0,Borno,Konduga,Armed Assault,Private Citizens & Property,Nigeria,Explosives
2016,Aug,Sun,0,Borno,Damboa district,Bombing/Explosion,Religious Figures/Institutions,Nigeria,Explosives
2013,Jun,Mon,0,Kaduna,Kaduna,Armed Assault,Police,Nigeria,Firearms
2019,Dec,Wed,0,Taraba,Wukari,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2017,Nov,Mon,0,Adamawa,Ketowal,Armed Assault,Private Citizens & Property,Nigeria,Incendiary
2015,Apr,Thu,0,Borno,Baga,Unknown,Military,Nigeria,Unknown
2012,Nov,Sun,0,Kaduna,Rigyasa,Armed Assault,Military,Nigeria,Firearms
2009,May,Mon,0,Bayelsa,Yenagoa,Unknown,Business,Nigeria,Unknown
2015,Feb,Sun,0,Abia,Mgboko,Facility/Infrastructure Attack,Government (General),Nigeria,Incendiary
2017,Mar,Thu,0,Edo,Ogbemudia,Assassination,Government (General),Nigeria,Firearms
2018,Nov,Wed,1,Borno,Karetu,Armed Assault,Military,Nigeria,Firearms
2020,Apr,Thu,0,Borno,Gamboru,Armed Assault,Private Citizens & Property,Nigeria,Incendiary
2015,Mar,Sat,0,Rivers,Abonnema,Assassination,Violent Political Party,Nigeria,Firearms
2018,Jan,Fri,0,Adamawa,Mubi,Bombing/Explosion,Religious Figures/Institutions,Nigeria,Explosives
2019,Dec,Tue,0,Bayelsa,Otuoke,Armed Assault,Government (General),Nigeria,Explosives
2018,May,Thu,0,Borno,Maiduguri,Bombing/Explosion,Terrorists/Non-State Militia,Nigeria,Explosives
2013,Oct,Wed,0,Niger,Bakura district,Armed Assault,Government (General),Nigeria,Firearms
2014,Apr,Wed,0,Plateau,Rajat,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2012,Mar,Mon,0,Plateau,Kuru Karama,Armed Assault,Police,Nigeria,Firearms
2015,Oct,Wed,0,Borno,Kilwa,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2016,Aug,Sat,0,Abuja,Abuja,Assassination,Government (General),Nigeria,Melee
2014,Sep,Tue,0,Zamfara,Fura Girke,Hostage Taking (Kidnapping),Private Citizens & Property,Nigeria,Firearms
2020,Dec,Sat,0,Borno,Khiributu Debiro,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2012,Mar,Tue,0,Kano,Tudun Wada,Facility/Infrastructure Attack,Business,Nigeria,Incendiary
2012,Feb,Mon,0,Kaduna,Kaduna,Bombing/Explosion,Government (General),Nigeria,Explosives
2016,Sep,Wed,0,Benue,Anawah,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2017,Dec,Sun,1,Benue,Utonkon,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2018,Sep,Fri,0,Plateau,Turu,Hostage Taking (Kidnapping),Private Citizens & Property,Nigeria,Firearms
2017,Jan,Tue,0,Delta,Enerhen,Assassination,Government (General),Nigeria,Firearms
2019,Jun,Mon,0,Borno,Ngwom,Armed Assault,Military,Nigeria,Explosives
2014,Apr,Fri,0,Gombe,Nafada,Armed Assault,Business,Nigeria,Explosives
2021,May,Thu,1,Benue,Adoor Aggwei,Hostage Taking (Kidnapping),Private Citizens & Property,Nigeria,Firearms
2016,Dec,Thu,0,Borno,Rann,Bombing/Explosion,Unknown,Nigeria,Explosives
2018,Dec,Thu,0,Yobe,Goniri,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2017,May,Sat,0,Borno,Amrawa,Hostage Taking (Kidnapping),Private Citizens & Property,Nigeria,Melee
2012,Jan,Sun,0,Bauchi,Bununu,Armed Assault,Business,Nigeria,Firearms
2014,Nov,Mon,0,Katsina,Maigora,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2008,May,Fri,1,Rivers,Port Harcourt,Hostage Taking (Kidnapping),Business,Nigeria,Firearms
2018,Aug,Fri,1,Borno,Mitile,Armed Assault,Military,Nigeria,Firearms
2012,Feb,Sun,0,Yobe,Geidam,Assassination,Government (General),Nigeria,Unknown
2019,Aug,Sat,1,Katsina,Nyeada,Hostage Taking (Kidnapping),Violent Political Party,Nigeria,Firearms
2018,Jun,Sun,0,Plateau,Barakin Ladi district,Bombing/Explosion,Private Citizens & Property,Nigeria,Explosives
2016,Nov,Tue,0,Delta,Kwale,Bombing/Explosion,Business,Nigeria,Explosives
2015,Apr,Sat,0,Borno,Gwoza district,Bombing/Explosion,Unknown,Nigeria,Explosives
2015,Mar,Sun,0,Borno,Baga,Armed Assault,Military,International,Firearms
2012,May,Tue,0,Yobe,Damaturu,Bombing/Explosion,Military,Nigeria,Explosives
2021,Jan,Sun,1,Borno,Magumeri,Hostage Taking (Kidnapping),Police,Nigeria,Explosives
2018,Jul,Mon,0,Borno,Gudunbali,Armed Assault,Military,Nigeria,Explosives
2020,Jun,Sat,0,Benue,Kaseyo,Armed Assault,Military,Nigeria,Firearms
2017,Oct,Tue,0,Borno,Yamteke,Bombing/Explosion,Military,Nigeria,Explosives
1976,Feb,Fri,0,Lagos,Lagos,Assassination,Government (General),Nigeria,Firearms
2015,Jan,Sun,0,Adamawa,Dzagula,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2014,Sep,Tue,1,Ebonyi,Ezza North district,Hostage Taking (Kidnapping),Private Citizens & Property,Nigeria,Firearms
2021,Jan,Tue,0,Yobe,Kanama,Facility/Infrastructure Attack,Government (General),Nigeria,Incendiary
2018,Nov,Fri,0,Borno,Arege,Armed Assault,Military,Nigeria,Firearms
2009,Dec,Mon,0,Lagos,Lagos,Bombing/Explosion,Maritime,Nigeria,Explosives
1983,Nov,Sun,0,Lagos,Lagos,Assassination,Government (General),Nigeria,Unknown
2020,Sep,Wed,0,Plateau,Tyana,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2011,Oct,Sun,0,Kaduna,Saminaka,Bombing/Explosion,Police,Nigeria,Explosives
2017,Aug,Sun,0,Borno,Hambagda,Hostage Taking (Kidnapping),Private Citizens & Property,Nigeria,Firearms
2012,Jan,Fri,0,Kano,Kano,Bombing/Explosion,Police,Nigeria,Explosives
2019,Feb,Tue,1,Kaduna,Gidan Auta,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2011,Mar,Tue,0,Borno,Maiduguri,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2018,Apr,Thu,0,Nasarawa,Azara,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2008,Jun,Fri,0,Delta,Escravos,Bombing/Explosion,Utilities,Nigeria,Explosives
2014,Nov,Fri,0,Borno,Doron Baga,Hostage Taking (Kidnapping),Private Citizens & Property,Nigeria,Firearms
2007,Jan,Sat,1,Rivers,Port Harcourt,Hostage Taking (Kidnapping),Business,India,Firearms
2014,Nov,Fri,0,Nasarawa,Buku,Armed Assault,Police,Nigeria,Firearms
2014,Feb,Tue,0,Delta,Umuachi Afor,Hostage Taking (Kidnapping),Private Citizens & Property,Nigeria,Firearms
2014,Oct,Sun,0,Borno,Gajiganna,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2013,Jun,Sat,1,Rivers,Ogomokon,Hostage Taking (Kidnapping),Private Citizens & Property,Nigeria,Firearms
2014,Nov,Tue,0,Gombe,Gombe,Bombing/Explosion,Transportation,Nigeria,Explosives
2017,Sep,Fri,0,Plateau,Gagdi,Assassination,Government (General),Nigeria,Firearms
2018,Mar,Fri,0,Taraba,Ayu,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2016,Jan,Sat,0,Borno,Goniambari,Bombing/Explosion,Private Citizens & Property,Nigeria,Explosives
2012,Aug,Tue,0,Yobe,Gonori,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2012,Aug,Sun,0,Kano,Kanoyel,Unknown,Military,Nigeria,Unknown
2013,Nov,Thu,0,Borno,Sabon Gari,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2021,May,Mon,0,Imo,Omuma,Armed Assault,Police,Nigeria,Explosives
2014,Jan,Wed,0,Borno,Unknown,Facility/Infrastructure Attack,Private Citizens & Property,Nigeria,Incendiary
2016,Nov,Wed,0,Benue,Oweto,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2016,Dec,Wed,0,Benue,Agbenge,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2014,Oct,Sat,0,Delta,Effurun,Facility/Infrastructure Attack,Private Citizens & Property,Nigeria,Incendiary
2018,Jun,Wed,0,Benue,Ukemeragya,Unknown,Private Citizens & Property,Nigeria,Unknown
2015,Dec,Thu,0,Borno,Maiduguri,Bombing/Explosion,Religious Figures/Institutions,Nigeria,Explosives
2017,Apr,Sun,0,Bayelsa,Yenagoa,Assassination,Journalists & Media,Nigeria,Firearms
2020,Oct,Sat,0,Borno,Unknown,Unknown,Military,Nigeria,Unknown
2015,Dec,Tue,0,Borno,Askira,Bombing/Explosion,Private Citizens & Property,Nigeria,Explosives
2013,Jan,Mon,0,Yobe,Ngelzarma,Bombing/Explosion,Military,Nigeria,Explosives
2021,Feb,Tue,0,Borno,Maiduguri,Bombing/Explosion,Private Citizens & Property,Nigeria,Explosives
2017,May,Sat,1,Borno,Mussa,Hostage Taking (Kidnapping),Private Citizens & Property,Nigeria,Firearms
2015,Sep,Wed,0,Benue,Logo district,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2019,Nov,Wed,0,Oyo,Ibadan,Assassination,Government (General),Nigeria,Firearms
2021,Dec,Mon,0,Edo,Isihor,Armed Assault,Educational Institution,Nigeria,Firearms
2016,Nov,Sun,0,Kaduna,Kaura district,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2012,Jul,Sat,0,Plateau,Kuzen,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2014,Apr,Fri,0,Gombe,Nafada,Armed Assault,Violent Political Party,Nigeria,Explosives
2013,Nov,Sun,0,Borno,Maiduguri,Assassination,Violent Political Party,Nigeria,Firearms
2012,Aug,Wed,0,Sokoto,Unknown,Bombing/Explosion,Violent Political Party,Nigeria,Explosives
2012,Jun,Fri,0,Adamawa,Doubeli,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2014,Nov,Sun,0,Borno,Wajriko,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2016,Dec,Sat,0,Borno,Maiduguri,Bombing/Explosion,Private Citizens & Property,Nigeria,Explosives
2020,Sep,Thu,0,Sokoto,Gidan Madi,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2015,Jun,Tue,0,Yobe,Gujba district,Bombing/Explosion,Private Citizens & Property,Nigeria,Explosives
2021,Apr,Wed,0,Benue,Tse Agbe,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2015,Jan,Sun,0,Yobe,Potiskum,Bombing/Explosion,Transportation,Nigeria,Explosives
2018,Apr,Sat,0,Borno,Gamboru,Armed Assault,Military,Nigeria,Explosives
2018,Nov,Thu,0,Delta,Ughelli North district,Armed Assault,Police,Nigeria,Firearms
2019,May,Tue,0,Borno,Maiduguri,Unknown,Military,Nigeria,Unknown
2019,Dec,Fri,0,Borno,Buratai,Unknown,Private Citizens & Property,Nigeria,Unknown
2013,Feb,Thu,0,Borno,Maiduguri,Bombing/Explosion,Military,Nigeria,Explosives
2014,May,Sat,0,Borno,Gula,Armed Assault,Private Citizens & Property,Nigeria,Explosives
2014,May,Tue,0,Plateau,Jos,Bombing/Explosion,Private Citizens & Property,Nigeria,Explosives
2019,Jul,Sun,1,Katsina,Zango,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2013,Jun,Mon,0,Borno,Damboa,Armed Assault,Government (General),Nigeria,Incendiary
2015,Dec,Sun,0,Plateau,Zawan,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2021,Oct,Mon,0,Borno,Molai,Armed Assault,Military,Nigeria,Firearms
2015,Jan,Fri,0,Yobe,Potiskum,Bombing/Explosion,Violent Political Party,Nigeria,Explosives
2014,Nov,Wed,0,Kano,Kano,Bombing/Explosion,Unknown,Nigeria,Explosives
2016,Mar,Fri,1,Rivers,Asarama,Hostage Taking (Kidnapping),Government (General),Nigeria,Firearms
2015,Sep,Wed,0,Benue,Logo district,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2012,Feb,Fri,0,Gombe,Gombe,Bombing/Explosion,Police,Nigeria,Explosives
2019,Mar,Tue,0,Nasarawa,Katanza,Facility/Infrastructure Attack,Private Citizens & Property,Nigeria,Incendiary
2014,Dec,Sat,0,Borno,Kuranabasa,Hostage Taking (Kidnapping),Private Citizens & Property,Nigeria,Firearms
1997,Aug,Wed,0,Osun,Ife,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2012,Jun,Sat,0,Borno,Maiduguri,Bombing/Explosion,Business,Nigeria,Explosives
2016,Sep,Wed,0,Rivers,Emohua district,Facility/Infrastructure Attack,Government (General),Nigeria,Incendiary
2018,Jun,Sun,0,Borno,Unknown,Unknown,Military,International,Unknown
2014,May,Sat,0,Borno,Nguro Soye,Armed Assault,Private Citizens & Property,Nigeria,Explosives
2012,Mar,Wed,0,Borno,Maiduguri,Armed Assault,Business,Nigeria,Firearms
2021,Jun,Wed,0,Oyo,Ibarapa East district,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2012,Jan,Fri,0,Adamawa,Yola,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2012,Aug,Mon,0,Yobe,Damagum,Armed Assault,Police,Nigeria,Firearms
2016,Mar,Tue,0,Nasarawa,Udeni Ruwa,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2021,May,Tue,0,Imo,Owerri,Armed Assault,Police,Nigeria,Explosives
2020,Jun,Tue,0,Borno,Maiduguri,Armed Assault,Private Citizens & Property,Nigeria,Incendiary
2017,Mar,Wed,1,Borno,Magumeri,Armed Assault,Police,Nigeria,Explosives
2012,Aug,Mon,0,Yobe,Damagum,Armed Assault,Religious Figures/Institutions,Nigeria,Firearms
2012,Dec,Sat,0,Borno,Pompomari,Assassination,Private Citizens & Property,Nigeria,Firearms
2012,Aug,Sun,0,Yobe,Damaturu,Armed Assault,Police,Nigeria,Firearms
2020,Mar,Tue,0,Kaduna,Manini,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2013,Feb,Wed,0,Borno,Maiduguri,Bombing/Explosion,Military,Nigeria,Explosives
2021,Jun,Sun,0,Benue,Odugbeho,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2017,Sep,Wed,0,Borno,Koibe,Bombing/Explosion,Private Citizens & Property,Nigeria,Explosives
2010,Jan,Sun,0,Abuja,Abuja,Bombing/Explosion,Private Citizens & Property,Nigeria,Explosives
2015,Nov,Mon,0,Borno,Gambaru,Armed Assault,Military,International,Firearms
2020,Jul,Mon,0,Plateau,Barakin Ladi,Armed Assault,Business,Nigeria,Firearms
2014,Nov,Mon,0,Niger,Minna,Armed Assault,Educational Institution,Nigeria,Firearms
2012,Dec,Sat,0,Unknown,Unknown,Bombing/Explosion,Unknown,Nigeria,Explosives
2020,Aug,Sun,0,Niger,Old Gurmana,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2015,Feb,Sun,0,Yobe,Damaturu,Bombing/Explosion,Transportation,Nigeria,Explosives
2019,Apr,Tue,0,Adamawa,Michika,Unknown,Private Citizens & Property,Nigeria,Unknown
2013,Aug,Fri,0,Borno,Beni Shiek,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2015,Nov,Sat,0,Yobe,Ngamdu,Facility/Infrastructure Attack,Private Citizens & Property,Nigeria,Incendiary
2018,Jan,Tue,0,Adamawa,Shimba,Facility/Infrastructure Attack,Private Citizens & Property,Nigeria,Unknown
2021,Mar,Fri,0,Bauchi,Gamawa,Facility/Infrastructure Attack,Telecommunication,Nigeria,Sabotage Equipment
2008,Jan,Mon,1,Unknown,Unknown,Hostage Taking (Kidnapping),Private Citizens & Property,Nigeria,Unknown
2015,Jan,Fri,0,Borno,Baana Imam,Armed Assault,Private Citizens & Property,Nigeria,Explosives
2015,Jan,Thu,0,Gombe,Gombe,Bombing/Explosion,Religious Figures/Institutions,Nigeria,Explosives
2017,May,Sat,0,Benue,Tse Igbe,Facility/Infrastructure Attack,Terrorists/Non-State Militia,Nigeria,Incendiary
2018,May,Sun,0,Borno,Mashamari,Bombing/Explosion,Private Citizens & Property,Nigeria,Explosives
2016,Apr,Tue,0,Borno,Kangarwa,Armed Assault,Military,Nigeria,Explosives
2014,Jan,Tue,0,Borno,Maiduguri,Bombing/Explosion,Private Citizens & Property,Nigeria,Explosives
2008,Nov,Thu,0,Delta,Escravos,Armed Assault,Business,United States,Firearms
2012,Jul,Wed,0,Borno,Maiduguri,Armed Assault,Business,India,Firearms
2017,Jul,Tue,0,Plateau,Riyom district,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2020,Dec,Thu,1,Adamawa,Garkida,Hostage Taking (Kidnapping),Private Citizens & Property,Nigeria,Firearms
2018,Mar,Mon,0,Kaduna,Uduwa,Hostage Taking (Kidnapping),Private Citizens & Property,Nigeria,Unknown
2019,Feb,Sat,0,Akwa Ibom,Abak district,Hostage Taking (Kidnapping),Government (General),Nigeria,Firearms
2014,Dec,Wed,0,Plateau,Kantoma,Hostage Taking (Kidnapping),Private Citizens & Property,Nigeria,Firearms
2013,May,Sun,0,Adamawa,Jilang,Armed Assault,Religious Figures/Institutions,Nigeria,Firearms
2021,Feb,Mon,0,Ogun,Oke-Irori,Hostage Taking (Kidnapping),Private Citizens & Property,Nigeria,Firearms
2017,May,Wed,0,Rivers,Ererekri,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2018,Oct,Mon,0,Ekiti,Ado-Ekiti,Assassination,Private Citizens & Property,Nigeria,Firearms
2016,Jun,Tue,1,Borno,Kautuva,Hostage Taking (Kidnapping),Private Citizens & Property,Nigeria,Firearms
2013,Feb,Tue,0,Borno,Maiduguri,Armed Assault,Airports & Aircraft,Nigeria,Firearms
2018,May,Mon,0,Taraba,Jalingo,Armed Assault,Educational Institution,Nigeria,Firearms
2012,Aug,Wed,0,Borno,Maiduguri,Armed Assault,Military,Nigeria,Firearms
2018,Jun,Mon,1,Borno,Kala,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2018,Apr,Sun,0,Kogi,Kpanche,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2014,May,Mon,0,Kogi,Omala district,Armed Assault,Private Citizens & Property,Nigeria,Firearms
1996,May,Fri,0,Kaduna,Kabuna,Bombing/Explosion,Business,Nigeria,Explosives
2016,Nov,Wed,0,Borno,Dikwa,Bombing/Explosion,Private Citizens & Property,Nigeria,Explosives
2015,Jul,Wed,1,Borno,Kukawa district,Armed Assault,Private Citizens & Property,Nigeria,Explosives
2018,Aug,Thu,0,Benue,Azege,Unknown,Private Citizens & Property,Nigeria,Unknown
2019,Dec,Sun,0,Edo,Oredo district,Facility/Infrastructure Attack,Private Citizens & Property,Nigeria,Incendiary
2020,Dec,Tue,0,Cross River,Ogoja,Hostage Taking (Kidnapping),Private Citizens & Property,Nigeria,Firearms
2014,Jan,Thu,0,Bauchi,Giade,Armed Assault,Police,Nigeria,Explosives
2007,Feb,Mon,0,Rivers,Port Harcourt,Hostage Taking (Kidnapping),Private Citizens & Property,Croatia,Firearms
2019,Dec,Sat,1,Ondo,Ore,Hostage Taking (Kidnapping),Private Citizens & Property,Nigeria,Firearms
2017,Sep,Sat,0,Plateau,Ancha,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2015,Jul,Thu,0,Gombe,Gombe,Bombing/Explosion,Private Citizens & Property,Nigeria,Explosives
2015,Sep,Fri,0,Kaduna,Buruku,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2015,Mar,Wed,0,Delta,Ughelli,Bombing/Explosion,Utilities,Nigeria,Explosives
2012,Feb,Wed,0,Borno,Maiduguri,Facility/Infrastructure Attack,Educational Institution,Nigeria,Incendiary
2020,Jan,Mon,0,Borno,Damboa,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2017,Dec,Fri,0,Borno,Damboa district,Bombing/Explosion,Military,Nigeria,Explosives
2012,Apr,Tue,1,Rivers,Onne,Hostage Taking (Kidnapping),Religious Figures/Institutions,Nigeria,Firearms
2015,Jun,Thu,0,Kaduna,Jemaa district,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2017,Jun,Sun,0,Borno,Dalori,Bombing/Explosion,Private Citizens & Property,Nigeria,Explosives
2021,Jun,Fri,0,Ebonyi,Ugbodo,Armed Assault,Police,Nigeria,Firearms
2016,Jul,Wed,0,Benue,Tija,Armed Assault,Educational Institution,Nigeria,Firearms
2015,Apr,Mon,0,Borno,Maiduguri,Bombing/Explosion,Military,Nigeria,Explosives
2019,Dec,Sat,0,Ondo,Akure,Hostage Taking (Kidnapping),Private Citizens & Property,Nigeria,Firearms
2014,Aug,Sat,0,Borno,Marte,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2009,Jun,Fri,0,Bayelsa,Nembe,Bombing/Explosion,Business,Italy,Explosives
2007,Apr,Sat,0,Rivers,Port Harcourt,Armed Assault,Police,Nigeria,Firearms
2015,Jan,Sat,0,Taraba,Igo,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2021,Jun,Sat,1,Kwara,Offa district,Hostage Taking (Kidnapping),Private Citizens & Property,Nigeria,Firearms
2015,Feb,Sun,0,Kaduna,Ambe Madaki,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2014,Mar,Mon,0,Borno,Jakana,Bombing/Explosion,Private Citizens & Property,Nigeria,Explosives
2011,Oct,Sun,0,Borno,Maiduguri,Armed Assault,Government (General),Nigeria,Firearms
2008,Mar,Tue,1,Rivers,Port Harcourt,Hostage Taking (Kidnapping),Business,Israel,Firearms
2011,Apr,Mon,0,Yobe,Damaturu,Bombing/Explosion,Police,Nigeria,Explosives
2018,Dec,Tue,0,Benue,Ukember-Agya,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2012,Jun,Thu,0,Bayelsa,Nembe,Facility/Infrastructure Attack,Utilities,Nigeria,Sabotage Equipment
2012,Jul,Tue,0,Gombe,Ashaka,Bombing/Explosion,Business,Nigeria,Explosives
2013,Jan,Mon,0,Borno,Maiduguri,Facility/Infrastructure Attack,Private Citizens & Property,Nigeria,Incendiary
2020,Aug,Sun,1,Enugu,Umuhu Eha-Amufu,Hostage Taking (Kidnapping),Private Citizens & Property,Nigeria,Firearms
2014,Oct,Wed,0,Plateau,Yelwa,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2019,Feb,Mon,0,Borno,Koshebe,Unknown,Private Citizens & Property,Nigeria,Unknown
2019,May,Mon,0,Taraba,Vaasealong,Armed Assault,Police,Nigeria,Firearms
2018,Jun,Tue,0,Borno,Rann,Armed Assault,Military,Nigeria,Firearms
2019,Sep,Tue,1,Benue,Tarka district,Hostage Taking (Kidnapping),Government (General),Nigeria,Firearms
2011,Aug,Fri,0,Borno,Maiduguri,Armed Assault,Police,Nigeria,Firearms
2007,Feb,Mon,0,Unknown,Unknown,Armed Assault,Business,United States,Firearms
2008,Mar,Tue,1,Rivers,Port Harcourt,Hostage Taking (Kidnapping),Private Citizens & Property,Nigeria,Firearms
2014,Apr,Wed,0,Borno,Wala,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2021,Jun,Sun,0,Imo,Ubulu-Ihejiofor,Facility/Infrastructure Attack,Government (General),Nigeria,Firearms
2015,Nov,Sun,0,Rivers,Okrika,Bombing/Explosion,Private Citizens & Property,Nigeria,Explosives
2018,Feb,Fri,0,Plateau,Lopandet Dwei,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2021,Jan,Sun,1,Ondo,Unknown,Hostage Taking (Kidnapping),Transportation,Nigeria,Firearms
2013,Aug,Sat,0,Borno,Maiduguri,Bombing/Explosion,Unknown,Nigeria,Explosives
