year,month,day,extended,state,city,attack_type,target_type,nationality,weapon_type
2015,2014,Aug,Tue,0,Borno,Mirga,Facility/Infrastructure Attack,Telecommunication,Nigeria,Firearms
2016,2014,Aug,Thu,0,Borno,Jibwhiwhui,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2017,2014,Aug,Thu,0,Borno,Jibwhiwhui,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2018,2014,Aug,Thu,0,Bauchi,Wunti Dada,Armed Assault,Military,Nigeria,Firearms
2019,2014,Aug,Sat,1,Rivers,Unknown,Hostage Taking (Kidnapping),Government (General),Nigeria,Firearms
2020,2014,Aug,Sun,0,Borno,Kotera,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2021,2014,Jan,Thu,0,Borno,Bama,Armed Assault,Private Citizens & Property,Nigeria,Explosives
2022,2014,Feb,Sun,0,Taraba,Wukari,Armed Assault,Business,Nigeria,Firearms
2023,2014,Feb,Sun,0,Bauchi,Magama Gumau,Armed Assault,Police,Nigeria,Firearms
2024,2014,Feb,Sun,0,Nasarawa,Kampani,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2025,2014,Feb,Sun,0,Nasarawa,Abulagu,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2026,2014,Feb,Sun,0,Nasarawa,Fadama-Bona,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2027,2014,Feb,Sun,0,Enugu,Enugu,Assassination,Government (General),Nigeria,Firearms
2028,2014,Mar,Sun,0,Nasarawa,Gidan Adamu Mai-Akuya,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2029,2014,Apr,Wed,1,Adamawa,Gulak,Hostage Taking (Kidnapping),Religious Figures/Institutions,Nigeria,Unknown
2030,2014,May,Fri,1,Rivers,Okolomabo,Hostage Taking (Kidnapping),Government (General),Nigeria,Firearms
2031,2014,May,Fri,1,Rivers,Unknown,Hostage Taking (Kidnapping),Business,Nigeria,Firearms
2032,2014,Jun,Mon,0,Plateau,Lamba Gyambar,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2033,2014,Jul,Wed,0,Borno,Buratai,Armed Assault,Military,Nigeria,Firearms
2034,2014,Jul,Wed,0,Adamawa,Bazza,Armed Assault,Military,Nigeria,Firearms
2035,2014,Jul,Wed,0,Adamawa,Michika,Unknown,Private Citizens & Property,Nigeria,Unknown
2036,2014,Jul,Wed,0,Adamawa,Bazza,Unknown,Private Citizens & Property,Nigeria,Unknown
2037,2014,Jul,Wed,0,Lagos,Lagos,Unarmed Assault,Police,United States,Melee
2038,2014,Sep,Tue,0,Zamfara,Fegin Mahe,Hostage Taking (Kidnapping),Private Citizens & Property,Nigeria,Firearms
2039,2014,Sep,Tue,0,Zamfara,Wonaka,Hostage Taking (Kidnapping),Private Citizens & Property,Nigeria,Firearms
2040,2014,Sep,Tue,0,Zamfara,Fegin Kanaya,Hostage Taking (Kidnapping),Private Citizens & Property,Nigeria,Firearms
2041,2014,Sep,Tue,0,Zamfara,Dingwai,Hostage Taking (Kidnapping),Private Citizens & Property,Nigeria,Firearms
2042,2014,Sep,Tue,0,Zamfara,Kyankyashe,Hostage Taking (Kidnapping),Private Citizens & Property,Nigeria,Firearms
2043,2014,Sep,Tue,0,Zamfara,Fura Girke,Hostage Taking (Kidnapping),Private Citizens & Property,Nigeria,Firearms
2044,2014,Sep,Tue,0,Zamfara,Lafiya,Hostage Taking (Kidnapping),Private Citizens & Property,Nigeria,Firearms
2045,2014,Sep,Tue,0,Zamfara,Akuzo,Hostage Taking (Kidnapping),Private Citizens & Property,Nigeria,Firearms
2046,2014,Sep,Tue,0,Zamfara,Nawaje,Hostage Taking (Kidnapping),Private Citizens & Property,Nigeria,Firearms
2047,2014,Sep,Tue,0,Zamfara,Doka,Hostage Taking (Kidnapping),Private Citizens & Property,Nigeria,Firearms
2048,2014,Sep,Tue,0,Zamfara,Unguwar Mata,Hostage Taking (Kidnapping),Private Citizens & Property,Nigeria,Firearms
2049,2014,Sep,Tue,0,Zamfara,Gundungyal,Hostage Taking (Kidnapping),Private Citizens & Property,Nigeria,Firearms
2050,2014,Sep,Tue,0,Zamfara,Totari,Hostage Taking (Kidnapping),Private Citizens & Property,Nigeria,Firearms
2051,2014,Sep,Tue,0,Borno,Debiro,Facility/Infrastructure Attack,Religious Figures/Institutions,Nigeria,Incendiary
2052,2014,Oct,Thu,0,Borno,Shaffa,Unknown,Private Citizens & Property,Nigeria,Unknown
2053,2014,Dec,Tue,0,Borno,Konduga,Armed Assault,Private Citizens & Property,Nigeria,Explosives
2054,2014,Sep,Sat,0,Borno,Ngom,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2055,2014,Sep,Sat,1,Adamawa,Gulak,Hostage Taking (Kidnapping),Private Citizens & Property,Nigeria,Unknown
2056,2014,Sep,Sun,0,Kogi,Okene,Armed Assault,Military,Nigeria,Firearms
2057,2014,Sep,Sun,0,Plateau,Mbar,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2058,2014,Sep,Sun,0,Taraba,Tunari,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2059,2014,Sep,Wed,0,Borno,Konduga,Armed Assault,Private Citizens & Property,Nigeria,Explosives
2060,2014,Sep,Wed,0,Kano,Kano,Bombing/Explosion,Educational Institution,Nigeria,Explosives
2061,2014,Sep,Wed,0,Kaduna,Fadan Karshi,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2062,2014,Sep,Wed,0,Kaduna,Karshi Daji,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2063,2014,Sep,Wed,0,Kaduna,Unguwan Ganye,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2064,2014,Sep,Wed,0,Kaduna,Fadan Karshi,Armed Assault,Military,Nigeria,Firearms
2065,2014,Sep,Wed,0,Adamawa,Madagali,Unknown,Government (General),Nigeria,Unknown
2066,2014,Sep,Fri,1,Borno,Mainok,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2067,2014,Sep,Sun,0,Kogi,Adogo,Bombing/Explosion,Police,Nigeria,Explosives
2068,2014,Sep,Sun,0,Borno,Monguno,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2069,2014,Sep,Tue,0,Nasarawa,Gidan-Gambo,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2070,2014,Sep,Tue,0,Benue,Efeche-Idobe,Hostage Taking (Kidnapping),Private Citizens & Property,Nigeria,Melee
2071,2014,Sep,Tue,0,Benue,Efeche-Aiona,Facility/Infrastructure Attack,Private Citizens & Property,Nigeria,Unknown
2072,2014,Sep,Tue,0,Benue,Odokpo-Okpoga,Facility/Infrastructure Attack,Private Citizens & Property,Nigeria,Unknown
2073,2014,Sep,Tue,0,Benue,Okpokwu district,Facility/Infrastructure Attack,Private Citizens & Property,Nigeria,Unknown
2074,2014,Sep,Thu,0,Borno,Shaffa,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2075,2014,Sep,Thu,0,Borno,Shindiffu,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2076,2014,Sep,Thu,0,Borno,Tiraku,Facility/Infrastructure Attack,Private Citizens & Property,Nigeria,Incendiary
2077,2014,Sep,Thu,0,Borno,Konduga,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2078,2014,Sep,Thu,0,Ekiti,Ado-Ekiti,Assassination,Government (General),Nigeria,Firearms
2079,2014,Sep,Fri,0,Borno,Konduga,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2080,2014,Sep,Fri,0,Benue,Tse Shima,Hostage Taking (Kidnapping),Private Citizens & Property,Nigeria,Firearms
2081,2014,Sep,Sat,0,Nasarawa,Arikya,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2082,2014,Sep,Sat,0,Nasarawa,Anshangwa,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2083,2014,Sep,Sat,1,Rivers,Unknown,Hostage Taking (Kidnapping),Government (General),Nigeria,Firearms
2084,2014,Sep,Mon,0,Adamawa,Kubi,Hostage Taking (Kidnapping),Private Citizens & Property,Nigeria,Explosives
2085,2014,Sep,Mon,0,Adamawa,Watu,Hostage Taking (Kidnapping),Private Citizens & Property,Nigeria,Explosives
2086,2014,Sep,Tue,1,Borno,Gwoza,Hostage Taking (Kidnapping),Private Citizens & Property,Nigeria,Unknown
2087,2014,Mar,Mon,1,Plateau,Lwa,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2088,2014,Mar,Mon,1,Plateau,Dum,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2089,2014,Mar,Mon,1,Plateau,Bachit,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2090,2014,Mar,Mon,1,Plateau,Bachit,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2091,2014,Feb,Mon,0,Adamawa,Kuborshosho,Unknown,Private Citizens & Property,Nigeria,Unknown
2092,2014,Feb,Mon,0,Adamawa,Kubi,Unknown,Private Citizens & Property,Nigeria,Unknown
2093,2014,Feb,Mon,0,Adamawa,Garta,Unknown,Private Citizens & Property,Nigeria,Unknown
2094,2014,Jun,Tue,0,Borno,Ngamdu,Hostage Taking (Kidnapping),Private Citizens & Property,Nigeria,Firearms
2095,2014,Jun,Tue,0,Borno,Mobbar,Assassination,Private Citizens & Property,Nigeria,Firearms
2096,2014,Jul,Thu,1,Yobe,Biriri,Hostage Taking (Kidnapping),Private Citizens & Property,Nigeria,Firearms
2097,2014,Jul,Thu,0,Plateau,Jos,Armed Assault,Police,Nigeria,Firearms
2098,2014,Aug,Sun,0,Edo,Unknown,Assassination,Government (General),Nigeria,Firearms
2099,2014,Aug,Sun,0,Plateau,Rim,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2100,2014,Nov,Mon,0,Edo,Benin City,Armed Assault,Government (General),Nigeria,Firearms
2101,2014,Sep,Wed,0,Plateau,Riyom district,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2102,2014,Jul,Thu,0,Plateau,Afang,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2103,2014,Jul,Thu,0,Plateau,Riyom district,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2104,2014,Jul,Thu,0,Plateau,Riyom district,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2105,2014,Jul,Thu,0,Plateau,Riyom district,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2106,2014,Nov,Mon,0,Rivers,Port Harcourt,Assassination,Violent Political Party,Nigeria,Firearms
2107,2014,Oct,Mon,0,Nasarawa,Obi district,Armed Assault,Transportation,Nigeria,Firearms
2108,2014,Oct,Tue,0,Nasarawa,Lafia,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2109,2014,Oct,Wed,0,Plateau,Bangai,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2110,2014,Oct,Wed,0,Plateau,Bangai,Armed Assault,Transportation,Nigeria,Firearms
2111,2014,Oct,Fri,0,Borno,Maikadiri,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2112,2014,Oct,Sat,1,Borno,Shaffa,Hostage Taking (Kidnapping),Private Citizens & Property,Nigeria,Firearms
2113,2014,Oct,Sat,0,Borno,Hawul district,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2114,2014,Oct,Sat,1,Adamawa,Garta,Hostage Taking (Kidnapping),Private Citizens & Property,Nigeria,Incendiary
2115,2014,Oct,Sat,0,Adamawa,Pina,Armed Assault,Private Citizens & Property,Nigeria,Incendiary
2116,2014,Oct,Sat,1,Adamawa,Waga Mangoro,Hostage Taking (Kidnapping),Private Citizens & Property,Nigeria,Firearms
2117,2014,Oct,Sat,0,Edo,Benin City,Bombing/Explosion,Government (General),Nigeria,Explosives
2118,2014,Oct,Sun,0,Borno,Sabon Gida,Unknown,Private Citizens & Property,Nigeria,Unknown
2119,2014,Oct,Sun,0,Taraba,Sondi,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2120,2014,Oct,Sun,0,Borno,Damboa,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2121,2014,Oct,Sun,0,Taraba,Gidin Waya,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2122,2014,Oct,Sun,0,Borno,Gawa,Unknown,Private Citizens & Property,Nigeria,Unknown
2123,2014,Oct,Tue,0,Borno,Damboa,Armed Assault,Military,Nigeria,Firearms
2124,2014,Oct,Tue,0,Nasarawa,Kampany,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2125,2014,Oct,Tue,0,Nasarawa,Bakun Allu,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2126,2014,Oct,Tue,0,Borno,Pelachiroma,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2127,2014,Oct,Wed,0,Bauchi,Azare,Bombing/Explosion,Transportation,Nigeria,Explosives
2128,2014,Oct,Wed,1,Adamawa,Waga Mangoro,Hostage Taking (Kidnapping),Private Citizens & Property,Nigeria,Firearms
2129,2014,Oct,Thu,1,Borno,Ndongo,Hostage Taking (Kidnapping),Private Citizens & Property,Nigeria,Firearms
2130,2014,Oct,Sat,0,Delta,Effurun,Facility/Infrastructure Attack,Private Citizens & Property,Nigeria,Incendiary
2131,2014,Oct,Sun,0,Borno,Miringa,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2132,2014,Oct,Mon,0,Nasarawa,Lafia,Hostage Taking (Kidnapping),Violent Political Party,Nigeria,Unknown
2133,2014,Oct,Mon,0,Borno,Kukawa,Bombing/Explosion,Private Citizens & Property,Nigeria,Explosives
2134,2014,Oct,Mon,0,Nasarawa,Abulagu,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2135,2014,Oct,Mon,0,Nasarawa,Wayo,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2136,2014,Oct,Mon,0,Taraba,Gidan Idi,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2137,2014,Oct,Wed,0,Borno,Uba,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2138,2014,Oct,Wed,0,Adamawa,Mubi,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2139,2014,Oct,Thu,0,Adamawa,Vimtim,Facility/Infrastructure Attack,Government (General),Nigeria,Incendiary
2140,2014,Oct,Thu,0,Rivers,Port Harcourt,Facility/Infrastructure Attack,Violent Political Party,Nigeria,Incendiary
2141,2014,Oct,Fri,0,Gombe,Gombe,Bombing/Explosion,Transportation,Nigeria,Explosives
2142,2014,Oct,Fri,0,Kano,Kano,Armed Assault,Government (General),Nigeria,Firearms
2143,2014,Jan,Sat,0,Nasarawa,Assakio,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2144,2014,Jan,Sat,0,Borno,Uba,Bombing/Explosion,Private Citizens & Property,Nigeria,Explosives
2145,2014,Feb,Tue,0,Nasarawa,Gidan Gambo,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2146,2014,Feb,Tue,0,Nasarawa,Abaagu,Facility/Infrastructure Attack,Private Citizens & Property,Nigeria,Incendiary
2147,2014,Feb,Tue,0,Nasarawa,Atabela,Facility/Infrastructure Attack,Private Citizens & Property,Nigeria,Incendiary
2148,2014,Feb,Tue,0,Nasarawa,Assakio,Facility/Infrastructure Attack,Private Citizens & Property,Nigeria,Incendiary
2149,2014,Feb,Tue,0,Nasarawa,Assahangwa,Facility/Infrastructure Attack,Private Citizens & Property,Nigeria,Incendiary
2150,2014,Feb,Tue,0,Nasarawa,Adamu Agyo,Facility/Infrastructure Attack,Private Citizens & Property,Nigeria,Incendiary
2151,2014,Feb,Tue,0,Nasarawa,Ikposogye,Facility/Infrastructure Attack,Private Citizens & Property,Nigeria,Incendiary
2152,2014,Feb,Tue,0,Nasarawa,Lega Obi,Facility/Infrastructure Attack,Private Citizens & Property,Nigeria,Incendiary
2153,2014,Feb,Tue,0,Nasarawa,Tudun Adabu,Facility/Infrastructure Attack,Private Citizens & Property,Nigeria,Incendiary
2154,2014,Feb,Tue,0,Nasarawa,Mararaba Obi,Facility/Infrastructure Attack,Private Citizens & Property,Nigeria,Incendiary
2155,2014,Feb,Tue,0,Nasarawa,Agwatashi,Facility/Infrastructure Attack,Private Citizens & Property,Nigeria,Incendiary
2156,2014,Feb,Tue,0,Nasarawa,Deddere,Facility/Infrastructure Attack,Private Citizens & Property,Nigeria,Incendiary
2157,2014,Feb,Tue,0,Nasarawa,Agwan Mamman,Facility/Infrastructure Attack,Private Citizens & Property,Nigeria,Incendiary
2158,2014,Feb,Tue,0,Nasarawa,Agwan Hamidu,Facility/Infrastructure Attack,Private Citizens & Property,Nigeria,Incendiary
2159,2014,Feb,Tue,0,Nasarawa,Agwan Sule,Facility/Infrastructure Attack,Private Citizens & Property,Nigeria,Incendiary
2160,2014,Feb,Tue,0,Nasarawa,Ome,Facility/Infrastructure Attack,Private Citizens & Property,Nigeria,Incendiary
2161,2014,Feb,Tue,0,Nasarawa,Adamu Agyo Fadama Buna,Facility/Infrastructure Attack,Private Citizens & Property,Nigeria,Incendiary
2162,2014,Feb,Tue,0,Kogi,Lokoja,Bombing/Explosion,Police,Nigeria,Explosives
2163,2014,Feb,Tue,0,Delta,Umuachi Afor,Hostage Taking (Kidnapping),Private Citizens & Property,Nigeria,Firearms
2164,2014,Mar,Tue,0,Yobe,Potiskum,Bombing/Explosion,Private Citizens & Property,Nigeria,Explosives
2165,2014,Apr,Fri,0,Gombe,Nafada,Armed Assault,Military,Nigeria,Explosives
2166,2014,Apr,Fri,0,Gombe,Nafada,Armed Assault,Police,Nigeria,Explosives
2167,2014,Apr,Fri,0,Gombe,Nafada,Armed Assault,Violent Political Party,Nigeria,Explosives
2168,2014,Apr,Fri,0,Gombe,Nafada,Armed Assault,Business,Nigeria,Explosives
2169,2014,Apr,Fri,0,Gombe,Ashaka,Armed Assault,Business,Nigeria,Firearms
2170,2014,Apr,Fri,0,Gombe,Nafada,Armed Assault,Government (General),Nigeria,Firearms
2171,2014,Apr,Fri,0,Gombe,Nafada,Armed Assault,Religious Figures/Institutions,Nigeria,Firearms
2172,2014,Apr,Fri,0,Adamawa,Mubi,Hostage Taking (Kidnapping),Private Citizens & Property,Nigeria,Melee
2173,2014,May,Sun,0,Borno,Malam Fatori,Armed Assault,Military,International,Firearms
2174,2014,May,Sun,0,Borno,Malam Fatori,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2175,2014,Jun,Wed,0,Adamawa,Gashala,Armed Assault,Military,Nigeria,Firearms
2176,2014,Jul,Fri,0,Bauchi,Azare,Bombing/Explosion,Business,Nigeria,Explosives
2177,2014,Aug,Mon,0,Nasarawa,Arikya-Soni,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2178,2014,Aug,Mon,0,Nasarawa,Tudun Adabu,Armed Assault,Government (General),Nigeria,Firearms
2179,2014,Sep,Thu,1,Adamawa,Fufore,Hostage Taking (Kidnapping),Government (General),Nigeria,Firearms
2180,2014,Oct,Sat,0,Yobe,Potiskum,Bombing/Explosion,Educational Institution,Nigeria,Explosives
2181,2014,Dec,Thu,0,Niger,Kontagora,Bombing/Explosion,Educational Institution,Nigeria,Explosives
2182,2014,Nov,Thu,0,Borno,Chibok,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2183,2014,Nov,Thu,0,Borno,Gwoza,Unknown,Private Citizens & Property,Nigeria,Unknown
2184,2014,Nov,Fri,0,Kano,Kano,Bombing/Explosion,Business,Nigeria,Explosives
2185,2014,Nov,Sun,0,Bauchi,Azare,Bombing/Explosion,Private Citizens & Property,Nigeria,Explosives
2186,2014,Nov,Sun,0,Borno,Hong,Facility/Infrastructure Attack,Private Citizens & Property,Nigeria,Incendiary
2187,2014,Nov,Sun,0,Nasarawa,Alakyo,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2188,2014,Nov,Sun,1,Borno,Dalwa,Hostage Taking (Kidnapping),Private Citizens & Property,Nigeria,Unknown
2189,2014,Nov,Mon,0,Niger,Minna,Armed Assault,Educational Institution,Nigeria,Firearms
2190,2014,Nov,Tue,0,Gombe,Gombe,Bombing/Explosion,Transportation,Nigeria,Explosives
2191,2014,Nov,Wed,0,Borno,Azaya Kura,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2192,2014,Nov,Fri,0,Borno,Doron Baga,Hostage Taking (Kidnapping),Private Citizens & Property,Nigeria,Firearms
2193,2014,Nov,Sat,1,Nasarawa,Aluaza,Assassination,Private Citizens & Property,Nigeria,Firearms
2194,2014,Nov,Sat,0,Nasarawa,Gidan Dogo,Facility/Infrastructure Attack,Private Citizens & Property,Nigeria,Incendiary
2195,2014,Nov,Mon,1,Borno,Damasak,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2196,2014,Nov,Mon,0,Borno,Kamtahi,Facility/Infrastructure Attack,Private Citizens & Property,Nigeria,Firearms
2197,2014,Nov,Mon,0,Borno,Galtimari,Facility/Infrastructure Attack,Private Citizens & Property,Nigeria,Firearms
2198,2014,Nov,Tue,0,Borno,Maiduguri,Bombing/Explosion,Private Citizens & Property,Nigeria,Explosives
2199,2014,Nov,Tue,0,Borno,Maiduguri,Bombing/Explosion,Private Citizens & Property,Nigeria,Explosives
2200,2014,Nov,Thu,0,Adamawa,Marabar-Mubi,Bombing/Explosion,Military,Nigeria,Explosives
2201,2014,Nov,Thu,0,Borno,Kareto,Bombing/Explosion,Private Citizens & Property,Nigeria,Explosives
2202,2014,Nov,Fri,0,Kano,Kano,Bombing/Explosion,Religious Figures/Institutions,Nigeria,Explosives
2203,2014,Nov,Fri,0,Borno,Maiduguri,Bombing/Explosion,Private Citizens & Property,Nigeria,Explosives
2204,2014,Nov,Fri,0,Nasarawa,Buku,Armed Assault,Police,Nigeria,Firearms
2205,2014,Nov,Sat,0,Borno,Shani,Armed Assault,Private Citizens & Property,Nigeria,Explosives
2206,2014,Nov,Sun,0,Ekiti,Ado-Ekiti,Bombing/Explosion,Police,Nigeria,Explosives
2207,2014,Nov,Sun,0,Borno,Lassa,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2208,2014,Jan,Sun,0,Borno,Maiduguri,Bombing/Explosion,Private Citizens & Property,Nigeria,Explosives
2209,2014,Jan,Sun,0,Borno,Maiduguri,Bombing/Explosion,Private Citizens & Property,Nigeria,Explosives
2210,2014,Jan,Sun,1,Yobe,Damaturu,Hostage Taking (Kidnapping),Government (General),Nigeria,Explosives
2211,2014,Jan,Sun,0,Kano,Kano,Bombing/Explosion,Educational Institution,Nigeria,Explosives
2212,2014,Jan,Sun,1,Borno,Konduga,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2213,2014,Feb,Wed,0,Borno,Maiduguri,Bombing/Explosion,Private Citizens & Property,Nigeria,Explosives
2214,2014,Feb,Wed,1,Nasarawa,Ashige,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2215,2014,Mar,Wed,0,Borno,Konduga,Bombing/Explosion,Unknown,Nigeria,Explosives
2216,2014,Mar,Wed,1,Borno,Lassa,Hostage Taking (Kidnapping),Private Citizens & Property,Nigeria,Explosives
2217,2014,Apr,Sat,0,Gombe,Bajoga,Armed Assault,Government (General),Nigeria,Firearms
2218,2014,Apr,Sat,0,Borno,Ashaka,Armed Assault,Business,Nigeria,Firearms
2219,2014,Apr,Sat,0,Plateau,Jos,Bombing/Explosion,Educational Institution,Nigeria,Explosives
2220,2014,May,Mon,0,Borno,Maiduguri,Bombing/Explosion,Private Citizens & Property,Nigeria,Explosives
2221,2014,Oct,Sun,0,Kano,Kano,Bombing/Explosion,Private Citizens & Property,Nigeria,Explosives
2222,2014,Oct,Sun,0,Borno,Gajiganna,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2223,2014,Nov,Wed,0,Plateau,Jos,Bombing/Explosion,Business,Nigeria,Explosives
2224,2014,Nov,Wed,0,Plateau,Jos,Bombing/Explosion,Private Citizens & Property,Nigeria,Explosives
2225,2014,Nov,Wed,0,Kano,Kano,Bombing/Explosion,Unknown,Nigeria,Explosives
2226,2014,Nov,Wed,0,Kano,Kano,Bombing/Explosion,Business,Nigeria,Explosives
2227,2014,Dec,Fri,0,Plateau,Jos,Bombing/Explosion,Unknown,Nigeria,Explosives
2228,2014,Dec,Sun,1,Borno,Gumsuri,Hostage Taking (Kidnapping),Private Citizens & Property,Nigeria,Firearms
2229,2014,Dec,Mon,1,Borno,Madari,Hostage Taking (Kidnapping),Private Citizens & Property,Nigeria,Firearms
2230,2014,Dec,Wed,0,Kaduna,Ungwan Dauda,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2231,2014,Dec,Wed,0,Borno,Bulabulin,Armed Assault,Business,Nigeria,Firearms
2232,2014,Dec,Wed,0,Taraba,Sabon Gida Shagogo,Armed Assault,Private Citizens & Property,Nigeria,Firearms
