year,month,day,extended,state,city,attack_type,target_type,nationality,weapon_type
3618,2017,Jul,Thu,0,Borno,Maiduguri,Bombing/Explosion,Private Citizens & Property,Nigeria,Explosives
3619,2017,Aug,Sun,0,Borno,Hambagda,Hostage Taking (Kidnapping),Private Citizens & Property,Nigeria,Firearms
3620,2017,Aug,Sun,0,Adamawa,Fadaman Rake,Bombing/Explosion,Private Citizens & Property,Nigeria,Explosives
3621,2017,Aug,Sun,0,Borno,Maiduguri,Bombing/Explosion,Unknown,Nigeria,Explosives
3622,2017,Sep,Wed,0,Adamawa,Humbli,Armed Assault,Private Citizens & Property,Nigeria,Firearms
3623,2017,Sep,Wed,1,Kaduna,Igabi district,Hostage Taking (Kidnapping),Government (General),Nigeria,Firearms
3624,2017,Sep,Wed,0,Edo,Uluoke,Armed Assault,Private Citizens & Property,Nigeria,Firearms
3625,2017,Sep,Wed,1,Edo,Uluoke,Hostage Taking (Kidnapping),Private Citizens & Property,Nigeria,Firearms
3626,2017,Oct,Fri,1,Delta,Ndokwa West district,Hostage Taking (Kidnapping),Educational Institution,Nigeria,Firearms
3627,2017,Nov,Mon,0,Borno,Yale,Armed Assault,Terrorists/Non-State Militia,Nigeria,Firearms
3628,2017,Oct,Fri,0,Adamawa,Kuda Kaya,Armed Assault,Private Citizens & Property,Nigeria,Firearms
3629,2017,Nov,Mon,0,Borno,Komdi,Armed Assault,Private Citizens & Property,Nigeria,Firearms
3630,2017,Nov,Mon,1,Borno,Tunyan,Hostage Taking (Kidnapping),Private Citizens & Property,Nigeria,Firearms
3631,2017,Jun,Tue,0,Delta,Okpanam,Facility/Infrastructure Attack,Educational Institution,Nigeria,Incendiary
3632,2017,Jun,Wed,0,Adamawa,Wagga,Unknown,Private Citizens & Property,Nigeria,Unknown
3633,2017,Jun,Thu,0,Ondo,Kajola,Armed Assault,Government (General),Nigeria,Firearms
3634,2017,Jun,Sun,0,Taraba,Ngouroge,Armed Assault,Private Citizens & Property,Nigeria,Firearms
3635,2017,Jun,Sun,0,Borno,Kofa,Bombing/Explosion,Private Citizens & Property,Nigeria,Explosives
3636,2017,Jun,Sun,0,Borno,Dalori,Bombing/Explosion,Private Citizens & Property,Nigeria,Explosives
3637,2017,Jun,Sun,0,Borno,Dalori,Bombing/Explosion,Private Citizens & Property,Nigeria,Explosives
3638,2017,Jun,Sun,0,Borno,Kofa,Bombing/Explosion,Private Citizens & Property,Nigeria,Explosives
3639,2017,Jun,Sun,0,Borno,Wajiro,Unknown,Military,Nigeria,Unknown
3640,2017,Jun,Sun,0,Borno,Gumsuri,Armed Assault,Private Citizens & Property,Nigeria,Firearms
3641,2017,Jun,Mon,0,Adamawa,Tsamiya,Bombing/Explosion,Unknown,Nigeria,Explosives
3642,2017,Jun,Tue,1,Borno,Dalwa,Hostage Taking (Kidnapping),Police,Nigeria,Firearms
3643,2017,Jun,Tue,0,Benue,Markurdi,Unknown,Private Citizens & Property,Nigeria,Unknown
3644,2017,Jun,Wed,0,Borno,Abbari,Bombing/Explosion,Business,Nigeria,Explosives
3645,2017,Jun,Thu,1,Ondo,Ore,Hostage Taking (Kidnapping),Government (General),Nigeria,Firearms
3646,2017,Jun,Sat,0,Rivers,Port Harcourt,Armed Assault,Government (General),Nigeria,Firearms
3647,2017,Jun,Sun,0,Borno,Maiduguri,Bombing/Explosion,Educational Institution,Nigeria,Explosives
3648,2017,Jun,Sun,0,Borno,Maiduguri,Bombing/Explosion,Private Citizens & Property,Nigeria,Explosives
3649,2017,Jun,Sun,0,Borno,Maiduguri,Bombing/Explosion,Private Citizens & Property,Nigeria,Explosives
3650,2017,Jun,Sun,0,Borno,Maiduguri,Bombing/Explosion,Unknown,Nigeria,Explosives
3651,2017,Jun,Sun,0,Borno,Maiduguri,Bombing/Explosion,Unknown,Nigeria,Explosives
3652,2017,Jun,Sun,0,Abuja,Abuja,Facility/Infrastructure Attack,Religious Figures/Institutions,Nigeria,Incendiary
3653,2017,Jun,Mon,0,Borno,Maiduguri,Bombing/Explosion,Educational Institution,Nigeria,Explosives
3654,2017,Jun,Mon,0,Borno,Maiduguri,Bombing/Explosion,Educational Institution,Nigeria,Explosives
3655,2017,Jun,Tue,0,Borno,Maiduguri,Bombing/Explosion,Unknown,Nigeria,Explosives
3656,2017,Jun,Wed,0,Borno,Gwoza district,Bombing/Explosion,Unknown,Nigeria,Explosives
3657,2017,Jun,Wed,0,Borno,Wajiro,Bombing/Explosion,Unknown,Nigeria,Explosives
3658,2017,Jun,Wed,0,Borno,Mayanti,Armed Assault,Military,Nigeria,Firearms
3659,2017,Jun,Thu,0,Borno,Alagarno,Bombing/Explosion,Military,Nigeria,Explosives
3660,2017,Jun,Wed,0,Borno,Mussini,Armed Assault,Private Citizens & Property,Nigeria,Firearms
3661,2017,Feb,Tue,0,Bayelsa,Kpansia,Hostage Taking (Barricade Incident),Police,Nigeria,Firearms
3662,2017,Mar,Tue,0,Borno,Gulumba Gana,Armed Assault,Military,Nigeria,Firearms
3663,2017,Mar,Tue,0,Borno,Logomani,Armed Assault,Military,Nigeria,Firearms
3664,2017,Apr,Fri,0,Borno,Kamuya,Armed Assault,Military,Nigeria,Explosives
3665,2017,Jul,Fri,0,Borno,Maiduguri,Bombing/Explosion,Educational Institution,Nigeria,Explosives
3666,2017,Jul,Fri,0,Cross River,Calabar,Assassination,Government (General),Nigeria,Firearms
3667,2017,Jul,Fri,1,Delta,Sapele,Hostage Taking (Kidnapping),Private Citizens & Property,Nigeria,Firearms
3668,2017,Aug,Mon,0,Edo,Benin City,Assassination,Journalists & Media,Nigeria,Firearms
3669,2017,Aug,Mon,0,Plateau,Longvel,Assassination,Private Citizens & Property,Nigeria,Firearms
3670,2017,Nov,Tue,0,Borno,Maiduguri,Bombing/Explosion,Terrorists/Non-State Militia,Nigeria,Explosives
3671,2017,Nov,Tue,0,Borno,Maiduguri,Bombing/Explosion,Business,Nigeria,Explosives
3672,2017,Nov,Tue,0,Borno,Maiduguri,Bombing/Explosion,Private Citizens & Property,Nigeria,Explosives
3673,2017,Nov,Tue,0,Borno,Maiduguri,Bombing/Explosion,Terrorists/Non-State Militia,Nigeria,Explosives
3674,2017,Oct,Sat,0,Borno,Hambagda,Armed Assault,Military,Nigeria,Firearms
3675,2017,Jul,Thu,0,Delta,Ogboubagbene,Armed Assault,Military,Nigeria,Firearms
3676,2017,Jul,Sat,0,Borno,Muna Delti,Hostage Taking (Kidnapping),Private Citizens & Property,Nigeria,Explosives
3677,2017,Jul,Mon,0,Borno,Maiduguri,Bombing/Explosion,Religious Figures/Institutions,Nigeria,Explosives
3678,2017,Jul,Mon,0,Borno,Mammanti,Bombing/Explosion,Military,Nigeria,Explosives
3679,2017,Jul,Mon,0,Borno,Cimari,Bombing/Explosion,Unknown,Nigeria,Explosives
3680,2017,Jul,Tue,0,Borno,Dala,Bombing/Explosion,Military,Nigeria,Explosives
3681,2017,Jul,Tue,0,Borno,Maiduguri,Bombing/Explosion,Unknown,Nigeria,Explosives
3682,2017,Jul,Tue,0,Borno,Maiduguri,Bombing/Explosion,Unknown,Nigeria,Explosives
3683,2017,Jul,Wed,0,Borno,Korongilim,Facility/Infrastructure Attack,Private Citizens & Property,Nigeria,Firearms
3684,2017,Jul,Fri,0,Lagos,Festac,Assassination,Private Citizens & Property,Nigeria,Firearms
3685,2017,Jul,Sat,0,Borno,Kawuri,Bombing/Explosion,Military,Nigeria,Explosives
3686,2017,Jul,Sat,0,Adamawa,Dagu,Armed Assault,Terrorists/Non-State Militia,Nigeria,Firearms
3687,2017,Jul,Sun,0,Borno,Dalori,Bombing/Explosion,Private Citizens & Property,Nigeria,Explosives
3688,2017,Jul,Sun,0,Borno,Dalori,Bombing/Explosion,Private Citizens & Property,Nigeria,Explosives
3689,2017,Jul,Sun,0,Adamawa,Dagu,Armed Assault,Private Citizens & Property,Nigeria,Firearms
3690,2017,Jul,Sun,0,Kano,Gaya,Armed Assault,Police,Nigeria,Explosives
3691,2017,Jul,Mon,0,Borno,Kaleri,Armed Assault,Private Citizens & Property,Nigeria,Firearms
3692,2017,Jul,Mon,0,Borno,Alau,Armed Assault,Private Citizens & Property,Nigeria,Firearms
3693,2017,Jul,Mon,0,Borno,Dalori,Bombing/Explosion,Private Citizens & Property,Nigeria,Explosives
3694,2017,Jul,Mon,0,Rivers,Ogoniland,Bombing/Explosion,Utilities,Nigeria,Explosives
3695,2017,Jul,Tue,1,Borno,Jibi,Hostage Taking (Kidnapping),Government (General),Nigeria,Firearms
3696,2017,Jul,Wed,0,Borno,Mandirari,Bombing/Explosion,Terrorists/Non-State Militia,Nigeria,Explosives
3697,2017,Jul,Wed,0,Ogun,Isagbo,Assassination,Private Citizens & Property,Nigeria,Incendiary
3698,2017,Jul,Thu,0,Borno,Azur,Armed Assault,Private Citizens & Property,Nigeria,Firearms
3699,2017,Jul,Fri,0,Delta,Okpanam,Assassination,Private Citizens & Property,Nigeria,Firearms
3700,2017,Jul,Fri,0,Borno,Dikwa,Bombing/Explosion,Private Citizens & Property,Nigeria,Explosives
3701,2017,Jul,Mon,0,Borno,Kwang,Armed Assault,Private Citizens & Property,Nigeria,Firearms
3702,2017,Jul,Mon,0,Borno,Boftari,Facility/Infrastructure Attack,Private Citizens & Property,Nigeria,Incendiary
3703,2017,Jul,Mon,0,Borno,Kuburmbula,Unknown,Military,Nigeria,Unknown
3704,2017,Jul,Mon,0,Borno,Magumeri,Hostage Taking (Kidnapping),Private Citizens & Property,Nigeria,Melee
3705,2017,Feb,Wed,0,Adamawa,Mildu,Hostage Taking (Kidnapping),Private Citizens & Property,Nigeria,Firearms
3706,2017,Jan,Sun,0,Kogi,Lokoja,Unarmed Assault,Government (General),Nigeria,Melee
3707,2017,Apr,Sat,0,Borno,Maiduguri,Bombing/Explosion,Military,Nigeria,Explosives
3708,2017,Apr,Sat,0,Borno,Maiduguri,Bombing/Explosion,Business,Nigeria,Explosives
3709,2017,Apr,Sat,0,Borno,Maiduguri,Bombing/Explosion,Business,Nigeria,Explosives
3710,2017,Apr,Sat,0,Borno,Simari,Bombing/Explosion,Terrorists/Non-State Militia,Nigeria,Explosives
3711,2017,Apr,Sat,1,Kaduna,Kagarko district,Hostage Taking (Kidnapping),Religious Figures/Institutions,Nigeria,Firearms
3712,2017,May,Mon,0,Benue,Atongo,Armed Assault,Private Citizens & Property,Nigeria,Firearms
3713,2017,May,Mon,0,Borno,Gulumba Gana,Bombing/Explosion,Military,Nigeria,Explosives
3714,2017,May,Mon,0,Ekiti,Oke Ako,Assassination,Government (General),Nigeria,Firearms
3715,2017,Jun,Thu,0,Borno,Bama,Bombing/Explosion,Unknown,Nigeria,Explosives
3716,2017,Jun,Thu,0,Borno,Duburi,Armed Assault,Private Citizens & Property,Nigeria,Firearms
3717,2017,Jun,Thu,0,Borno,Dabar-Wanzam,Armed Assault,Private Citizens & Property,Nigeria,Firearms
3718,2017,Jun,Thu,0,Borno,Ngala,Armed Assault,Private Citizens & Property,Nigeria,Firearms
3719,2017,Oct,Sun,0,Adamawa,Ghumbili,Facility/Infrastructure Attack,Private Citizens & Property,Nigeria,Incendiary
3720,2017,Dec,Fri,0,Borno,Amarwa,Armed Assault,Private Citizens & Property,Nigeria,Firearms
3721,2017,Dec,Fri,0,Borno,Jere district,Unknown,Private Citizens & Property,Nigeria,Unknown
3722,2017,Aug,Mon,0,Adamawa,Nyibango,Armed Assault,Private Citizens & Property,Nigeria,Firearms
3723,2017,Aug,Mon,0,Adamawa,Mildu,Armed Assault,Private Citizens & Property,Nigeria,Firearms
3724,2017,Aug,Mon,0,Edo,Benin City,Armed Assault,Police,Nigeria,Firearms
3725,2017,Aug,Tue,0,Borno,Konduga,Bombing/Explosion,Private Citizens & Property,Nigeria,Explosives
3726,2017,Aug,Tue,0,Borno,Konduga,Bombing/Explosion,Private Citizens & Property,Nigeria,Explosives
3727,2017,Aug,Tue,1,Borno,Maiduguri,Hostage Taking (Kidnapping),Private Citizens & Property,Nigeria,Melee
3728,2017,Aug,Wed,0,Adamawa,Bitu,Armed Assault,Private Citizens & Property,Nigeria,Firearms
3729,2017,Aug,Wed,0,Adamawa,Gadamayo,Armed Assault,Private Citizens & Property,Nigeria,Firearms
3730,2017,Aug,Wed,0,Adamawa,Bakin Dutsi,Armed Assault,Private Citizens & Property,Nigeria,Firearms
3731,2017,Aug,Fri,0,Bayelsa,Yenagoa,Armed Assault,Private Citizens & Property,Nigeria,Firearms
3732,2017,Aug,Sun,0,Yobe,Unknown,Bombing/Explosion,Private Citizens & Property,Nigeria,Explosives
3733,2017,Aug,Tue,0,Delta,Abigborodo,Armed Assault,Military,Nigeria,Firearms
3734,2017,Aug,Wed,0,Borno,Kote,Armed Assault,Private Citizens & Property,Nigeria,Firearms
3735,2017,Aug,Wed,0,Borno,Uda Lawanti,Armed Assault,Private Citizens & Property,Nigeria,Firearms
3736,2017,Aug,Wed,0,Borno,Wokilli,Armed Assault,Private Citizens & Property,Nigeria,Firearms
3737,2017,Aug,Wed,0,Borno,Maiduguri,Bombing/Explosion,Police,Nigeria,Explosives
3738,2017,Aug,Wed,0,Borno,Maiduguri,Bombing/Explosion,Government (General),Nigeria,Explosives
3739,2017,Aug,Wed,0,Borno,Abachari,Armed Assault,Private Citizens & Property,Nigeria,Firearms
3740,2017,Aug,Thu,0,Borno,Kijimatari,Armed Assault,Private Citizens & Property,Nigeria,Firearms
3741,2017,Aug,Thu,0,Borno,Mallam Moduri,Armed Assault,Private Citizens & Property,Nigeria,Firearms
3742,2017,Aug,Thu,0,Adamawa,Bayan Dutse,Facility/Infrastructure Attack,Private Citizens & Property,Nigeria,Incendiary
3743,2017,Aug,Thu,0,Adamawa,Kubu,Facility/Infrastructure Attack,Private Citizens & Property,Nigeria,Incendiary
3744,2017,Aug,Thu,0,Borno,Malari,Armed Assault,Military,Nigeria,Firearms
3745,2017,Aug,Thu,0,Ondo,Ore,Hostage Taking (Kidnapping),Private Citizens & Property,Nigeria,Melee
3746,2017,Aug,Thu,0,Ondo,Ore,Hostage Taking (Kidnapping),Private Citizens & Property,Nigeria,Melee
3747,2017,Aug,Mon,1,Borno,Konduga,Hostage Taking (Kidnapping),Private Citizens & Property,Nigeria,Firearms
3748,2017,Aug,Mon,0,Bayelsa,Letugbene,Armed Assault,Military,Nigeria,Firearms
3749,2017,Aug,Mon,0,Ondo,Ilado,Facility/Infrastructure Attack,Government (General),Nigeria,Unknown
3750,2017,Aug,Tue,1,Borno,Dikwa,Hostage Taking (Kidnapping),Private Citizens & Property,Nigeria,Unknown
3751,2017,Jan,Mon,1,Borno,Banki,Hostage Taking (Kidnapping),Private Citizens & Property,Nigeria,Melee
3752,2017,Mar,Thu,1,Bayelsa,Ekeremor district,Hostage Taking (Kidnapping),Private Citizens & Property,Nigeria,Unknown
3753,2017,Apr,Sun,0,Borno,Ngawo Fato Bulamari,Armed Assault,Private Citizens & Property,Nigeria,Firearms
3754,2017,Apr,Sun,1,Zamfara,Keta,Hostage Taking (Kidnapping),Police,Nigeria,Firearms
3755,2017,May,Tue,0,Bayelsa,Ogbia district,Armed Assault,Police,Nigeria,Firearms
3756,2017,May,Tue,1,Borno,Maiduguri,Hostage Taking (Kidnapping),Private Citizens & Property,Nigeria,Melee
3757,2017,Jun,Fri,0,Borno,Mallan,Armed Assault,Private Citizens & Property,Nigeria,Firearms
3758,2017,Jun,Fri,0,Borno,Kesa Kura,Armed Assault,Private Citizens & Property,Nigeria,Firearms
3759,2017,Jul,Sun,0,Borno,Manjita,Armed Assault,Private Citizens & Property,Nigeria,Firearms
3760,2017,Jul,Sun,1,Borno,Khaddamari,Hostage Taking (Kidnapping),Private Citizens & Property,Nigeria,Unknown
3761,2017,Jul,Sun,1,Borno,Dusuman,Hostage Taking (Kidnapping),Private Citizens & Property,Nigeria,Unknown
3762,2017,Aug,Wed,0,Plateau,Miango,Armed Assault,Private Citizens & Property,Nigeria,Firearms
3763,2017,Aug,Wed,0,Borno,Maiduguri,Bombing/Explosion,Police,Nigeria,Explosives
3764,2017,Aug,Wed,0,Lagos,Ikeja,Armed Assault,Religious Figures/Institutions,Nigeria,Firearms
3765,2017,Aug,Wed,0,Borno,Gamboru,Bombing/Explosion,Private Citizens & Property,Nigeria,Explosives
3766,2017,Aug,Wed,0,Yobe,Kamuya,Hostage Taking (Kidnapping),Private Citizens & Property,Nigeria,Firearms
3767,2017,Aug,Wed,0,Plateau,Miango,Armed Assault,Private Citizens & Property,Nigeria,Firearms
3768,2017,Aug,Wed,0,Borno,Mallan,Armed Assault,Private Citizens & Property,Nigeria,Firearms
3769,2017,Aug,Wed,0,Plateau,Hukke,Armed Assault,Private Citizens & Property,Nigeria,Firearms
3770,2017,Sep,Sat,0,Plateau,Ancha,Armed Assault,Private Citizens & Property,Nigeria,Firearms
3771,2017,Oct,Mon,0,Abia,Umuahia,Armed Assault,Military,Nigeria,Firearms
3772,2017,Nov,Thu,0,Cross River,Calabar,Assassination,Government (Diplomatic),Nigeria,Firearms
3773,2017,Sep,Thu,0,Abia,Aba,Facility/Infrastructure Attack,Police,Nigeria,Incendiary
3774,2017,Sep,Fri,0,Delta,Asaba,Armed Assault,Private Citizens & Property,Nigeria,Firearms
3775,2017,Sep,Fri,0,Delta,Asaba,Bombing/Explosion,Religious Figures/Institutions,Nigeria,Explosives
3776,2017,Sep,Fri,0,Niger,Yakpa,Armed Assault,Private Citizens & Property,Nigeria,Firearms
3777,2017,Sep,Sun,0,Borno,Kurumari,Armed Assault,Religious Figures/Institutions,Nigeria,Melee
3778,2017,Sep,Sun,0,Borno,Maiduguri,Unknown,Military,Nigeria,Unknown
3779,2017,Sep,Sun,0,Borno,Maiduguri,Unknown,Military,Nigeria,Unknown
3780,2017,Sep,Mon,0,Borno,Mashemeri,Bombing/Explosion,Private Citizens & Property,Nigeria,Explosives
3781,2017,Sep,Mon,1,Rivers,Onelga,Hostage Taking (Kidnapping),Military,Nigeria,Firearms
3782,2017,Sep,Wed,0,Borno,Daima,Hostage Taking (Kidnapping),Private Citizens & Property,Nigeria,Melee
3783,2017,Sep,Fri,1,Bayelsa,Southern Ijaw district,Armed Assault,Maritime,Nigeria,Firearms
3784,2017,Sep,Sat,0,Borno,Bama,Bombing/Explosion,Unknown,Nigeria,Explosives
3785,2017,Sep,Sun,0,Borno,Rann,Bombing/Explosion,Private Citizens & Property,Nigeria,Explosives
3786,2017,Sep,Tue,0,Borno,Dikwa,Bombing/Explosion,Religious Figures/Institutions,Nigeria,Explosives
3787,2017,Sep,Tue,0,Borno,Dikwa,Bombing/Explosion,Unknown,Nigeria,Explosives
3788,2017,Sep,Tue,0,Delta,Effurun,Assassination,Terrorists/Non-State Militia,Nigeria,Firearms
3789,2017,Sep,Wed,0,Borno,Goram,Facility/Infrastructure Attack,Private Citizens & Property,Nigeria,Incendiary
3790,2017,Sep,Wed,0,Borno,Lingis,Facility/Infrastructure Attack,Private Citizens & Property,Nigeria,Incendiary
3791,2017,Sep,Wed,0,Borno,Ajidari,Facility/Infrastructure Attack,Private Citizens & Property,Nigeria,Incendiary
3792,2017,Sep,Wed,0,Borno,Koibe,Bombing/Explosion,Private Citizens & Property,Nigeria,Explosives
3793,2017,Sep,Wed,0,Borno,Koibe,Bombing/Explosion,Private Citizens & Property,Nigeria,Explosives
3794,2017,Sep,Fri,0,Borno,Bama district,Armed Assault,Military,Nigeria,Firearms
3795,2017,Sep,Fri,0,Plateau,Gagdi,Assassination,Government (General),Nigeria,Firearms
3796,2017,Sep,Sat,0,Borno,Sassawa,Unknown,Military,Nigeria,Unknown
3797,2017,Jun,Sat,0,Borno,Bama,Bombing/Explosion,Military,Nigeria,Explosives
3798,2017,Nov,Fri,0,Plateau,Miango Jebu,Unknown,Private Citizens & Property,Nigeria,Unknown
3799,2017,Oct,Tue,0,Plateau,Wereh,Assassination,Government (General),Nigeria,Firearms
3800,2017,Oct,Tue,0,Borno,Yamteke,Bombing/Explosion,Military,Nigeria,Explosives
3801,2017,Nov,Fri,0,Borno,Maiduguri,Bombing/Explosion,Business,Nigeria,Explosives
3802,2017,Nov,Fri,0,Borno,Maiduguri,Bombing/Explosion,Unknown,Nigeria,Explosives
3803,2017,Dec,Sun,0,Borno,Belbelu,Bombing/Explosion,Terrorists/Non-State Militia,Nigeria,Explosives
3804,2017,Dec,Sun,1,Edo,Oredo district,Hostage Taking (Kidnapping),Religious Figures/Institutions,Italy,Firearms
3805,2017,Oct,Fri,0,Borno,Marte,Armed Assault,Military,Nigeria,Firearms
3806,2017,Oct,Fri,0,Kogi,Okene,Armed Assault,Police,Nigeria,Firearms
3807,2017,Oct,Fri,1,Kogi,Unknown,Hostage Taking (Kidnapping),Private Citizens & Property,Nigeria,Firearms
3808,2017,Oct,Sun,0,Plateau,Taagbe,Armed Assault,Private Citizens & Property,Nigeria,Firearms
3809,2017,Oct,Mon,0,Plateau,Nkiedonwhro,Armed Assault,Private Citizens & Property,Nigeria,Firearms
3810,2017,Oct,Mon,0,Ondo,Ore,Armed Assault,Religious Figures/Institutions,Nigeria,Firearms
3811,2017,Oct,Mon,0,Plateau,Kpachudu,Armed Assault,Private Citizens & Property,Nigeria,Firearms
3812,2017,Oct,Mon,0,Plateau,Nzhwerivo,Armed Assault,Private Citizens & Property,Nigeria,Firearms
3813,2017,Oct,Thu,0,Borno,Bulabulin,Armed Assault,Military,Nigeria,Firearms
3814,2017,Oct,Thu,1,Ekiti,Oye,Hostage Taking (Kidnapping),Religious Figures/Institutions,Nigeria,Firearms
3815,2017,Oct,Fri,0,Borno,Missini,Armed Assault,Military,Nigeria,Firearms
3816,2017,Oct,Sat,1,Adamawa,Maggar,Hostage Taking (Kidnapping),Private Citizens & Property,Nigeria,Unknown
3817,2017,Oct,Sun,0,Borno,Maiduguri,Bombing/Explosion,Private Citizens & Property,Nigeria,Explosives
3818,2017,Oct,Sun,0,Borno,Maiduguri,Bombing/Explosion,Private Citizens & Property,Nigeria,Explosives
3819,2017,Oct,Mon,1,Edo,Akoko-Edo district,Hostage Taking (Kidnapping),Police,Nigeria,Firearms
3820,2017,Oct,Tue,0,Yobe,Sasawa,Armed Assault,Military,Nigeria,Firearms
3821,2017,Oct,Fri,0,Borno,Ngala,Bombing/Explosion,Private Citizens & Property,Nigeria,Explosives
3822,2017,Oct,Sat,0,Yobe,Goniri,Unknown,Private Citizens & Property,Nigeria,Unknown
3823,2017,Oct,Sun,0,Borno,Maiduguri,Bombing/Explosion,Police,Nigeria,Explosives
3824,2017,Oct,Sun,0,Borno,Maiduguri,Bombing/Explosion,Terrorists/Non-State Militia,Nigeria,Explosives
3825,2017,Oct,Sun,0,Adamawa,Maggar,Bombing/Explosion,Private Citizens & Property,Nigeria,Explosives
3826,2017,Oct,Mon,0,Borno,Maiduguri,Bombing/Explosion,Religious Figures/Institutions,Nigeria,Explosives
3827,2017,Oct,Mon,0,Borno,Bama district,Bombing/Explosion,Military,Nigeria,Explosives
3828,2017,Oct,Mon,1,Ondo,Akure,Hostage Taking (Kidnapping),Private Citizens & Property,Nigeria,Firearms
3829,2017,Jan,Wed,0,Kogi,Ozuwaya,Assassination,Educational Institution,Nigeria,Firearms
3830,2017,Feb,Sat,0,Plateau,Jos East district,Assassination,Private Citizens & Property,Nigeria,Firearms
3831,2017,Mar,Sat,0,Borno,Magumeri district,Facility/Infrastructure Attack,Private Citizens & Property,Nigeria,Incendiary
3832,2017,Mar,Sat,0,Adamawa,Magar,Bombing/Explosion,Private Citizens & Property,Nigeria,Explosives
3833,2017,May,Thu,0,Adamawa,Gurjango,Unknown,Private Citizens & Property,Nigeria,Unknown
3834,2017,Apr,Tue,1,Borno,Ngoshe,Hostage Taking (Kidnapping),Terrorists/Non-State Militia,Nigeria,Firearms
3835,2017,Apr,Tue,1,Ondo,Ose district,Hostage Taking (Kidnapping),Business,Nigeria,Firearms
3836,2017,Apr,Tue,0,Enugu,Ogbete,Bombing/Explosion,Government (General),Nigeria,Explosives
3837,2017,Apr,Tue,0,Enugu,Obeagu,Bombing/Explosion,Government (General),Nigeria,Explosives
3838,2017,May,Thu,0,Adamawa,Tsilda,Bombing/Explosion,Private Citizens & Property,Nigeria,Explosives
3839,2017,May,Thu,0,Ebonyi,Amagu,Hostage Taking (Kidnapping),Government (General),Nigeria,Firearms
3840,2017,Jun,Sun,0,Adamawa,Gulak,Bombing/Explosion,Military,Nigeria,Explosives
3841,2017,Jul,Tue,0,Borno,Maiduguri,Bombing/Explosion,Unknown,Nigeria,Explosives
3842,2017,Jul,Tue,0,Borno,Maiduguri,Bombing/Explosion,Terrorists/Non-State Militia,Nigeria,Explosives
3843,2017,Jul,Tue,0,Borno,Maiduguri,Bombing/Explosion,Unknown,Nigeria,Explosives
3844,2017,Jul,Tue,0,Plateau,Riyom district,Armed Assault,Private Citizens & Property,Nigeria,Firearms
3845,2017,Aug,Fri,0,Borno,Dikwa district,Bombing/Explosion,Military,Nigeria,Explosives
3846,2017,Oct,Wed,0,Borno,Gwoza,Armed Assault,Military,Nigeria,Firearms
3847,2017,Oct,Wed,0,Adamawa,Gulak,Bombing/Explosion,Military,Nigeria,Explosives
3848,2017,Dec,Mon,0,Borno,Maikadiri,Armed Assault,Private Citizens & Property,Nigeria,Firearms
3849,2017,Dec,Mon,0,Kaduna,Sabon Gari,Hostage Taking (Kidnapping),Terrorists/Non-State Militia,Nigeria,Firearms
3850,2017,Nov,Mon,0,Anambra,Awka,Bombing/Explosion,Government (General),Nigeria,Explosives
3851,2017,Nov,Tue,0,Edo,Ovia South-West district,Armed Assault,Police,Nigeria,Firearms
3852,2017,Nov,Mon,0,Plateau,Wereng,Armed Assault,Private Citizens & Property,Nigeria,Firearms
3853,2017,Nov,Mon,0,Borno,Dikwa district,Bombing/Explosion,Private Citizens & Property,Nigeria,Explosives
3854,2017,Nov,Wed,0,Borno,Muna Gari,Bombing/Explosion,Private Citizens & Property,Nigeria,Explosives
3855,2017,Nov,Wed,0,Borno,Muna Gari,Bombing/Explosion,Private Citizens & Property,Nigeria,Explosives
3856,2017,Nov,Wed,0,Borno,Muna Gari,Bombing/Explosion,Private Citizens & Property,Nigeria,Explosives
3857,2017,Nov,Wed,0,Borno,Muna Gari,Bombing/Explosion,Private Citizens & Property,Nigeria,Explosives
3858,2017,Nov,Wed,0,Adamawa,Sabon Gari,Armed Assault,Private Citizens & Property,Nigeria,Firearms
3859,2017,Nov,Wed,0,Adamawa,Kafin Hausa,Armed Assault,Private Citizens & Property,Nigeria,Firearms
3860,2017,Nov,Wed,0,Anambra,Obosi,Assassination,Journalists & Media,Nigeria,Firearms
3861,2017,Nov,Fri,0,Anambra,Onitsha North district,Bombing/Explosion,Unknown,Nigeria,Explosives
3862,2017,Nov,Fri,0,Akwa Ibom,Ukanafun district,Armed Assault,Police,Nigeria,Firearms
3863,2017,Nov,Sat,0,Borno,Alakaramtii,Bombing/Explosion,Unknown,Nigeria,Explosives
3864,2017,Nov,Sat,0,Borno,Alakaramtii,Bombing/Explosion,Private Citizens & Property,Nigeria,Explosives
3865,2017,Nov,Sat,0,Borno,Alakaramtii,Bombing/Explosion,Unknown,Nigeria,Explosives
3866,2017,Nov,Sun,0,Borno,Dimge,Hostage Taking (Kidnapping),Private Citizens & Property,Nigeria,Firearms
3867,2017,Nov,Sun,0,Plateau,Fakkos,Assassination,Private Citizens & Property,Nigeria,Firearms
3868,2017,Nov,Sun,0,Akwa Ibom,Ikot Oko Osun,Armed Assault,Government (General),Nigeria,Firearms
3869,2017,Nov,Mon,0,Adamawa,Safere,Armed Assault,Private Citizens & Property,Nigeria,Incendiary
3870,2017,Nov,Mon,0,Adamawa,Kodomti,Armed Assault,Private Citizens & Property,Nigeria,Incendiary
